scheme,cluster,month,rev,units,skus,stores,dist_points,stores_active,price_unitvalue,price_index,matched_share,price_index_a,price_index_b,matched_share_a,matched_share_b,units_a,units_b,disc_rate,disc_txn_rate
family,Citrus,2019-01,667350.94,309290,57,3325,24499,5148,2.1577,0.9905,1.0,0.99224,0.9886,1.0,1.0,161593,147697,0.451,0.3135
family,Citrus,2019-02,683414.92,316168,57,3816,26576,5939,2.1616,0.99705,1.0,1.00292,0.99402,1.0,1.0,163759,152409,0.433,0.3066
family,Citrus,2019-03,969127.88,444123,60,4529,32917,6749,2.1821,0.99893,1.0,0.9986,0.99908,1.0,1.0,227469,216654,0.428,0.3018
family,Citrus,2019-04,1159926.89,525466,65,4839,38382,7282,2.2074,1.00329,1.0,1.00108,1.00527,1.0,1.0,270630,254836,0.4169,0.3019
family,Citrus,2019-05,1357957.13,613624,66,5243,42922,7913,2.213,1.00547,1.0,1.00459,1.00644,1.0,1.0,314471,299153,0.4116,0.2945
family,Citrus,2019-06,1432699.74,650366,66,5648,46097,8486,2.2029,0.99876,1.0,0.99801,0.99972,1.0,1.0,335653,314713,0.4221,0.3077
family,Citrus,2019-07,1572727.71,710812,72,5950,48904,9021,2.2126,1.00179,1.0,1.00117,1.00245,1.0,1.0,363515,347297,0.4189,0.2969
family,Citrus,2019-08,1677809.33,759885,69,6265,51480,9456,2.208,0.99961,1.0,0.99921,1.00029,1.0,1.0,390288,369597,0.4268,0.3003
family,Citrus,2019-09,1636619.18,742515,72,6454,53178,9882,2.2042,0.9962,1.0,0.99786,0.99471,1.0,1.0,382711,359804,0.4071,0.2947
family,Citrus,2019-10,1861857.0,834284,71,6722,58915,10296,2.2317,1.00064,1.0,1.00103,1.00053,1.0,1.0,425850,408434,0.4,0.2933
family,Citrus,2019-11,1841114.81,822302,72,7070,62781,10820,2.239,0.99938,1.0,1.00142,0.99752,1.0,1.0,416389,405913,0.416,0.3013
family,Citrus,2019-12,1944245.91,866793,70,7443,65870,11318,2.243,1.00064,1.0,1.00331,0.99807,1.0,1.0,437976,428817,0.4153,0.3023
family,Citrus,2020-01,1960418.52,872276,69,7640,68320,11799,2.2475,1.00367,1.0,1.00642,1.0011,1.0,1.0,440663,431613,0.4087,0.2972
family,Citrus,2020-02,1972457.08,871728,70,7880,70585,12202,2.2627,1.00824,1.0,1.01128,1.00563,1.0,1.0,441620,430108,0.4204,0.2973
family,Citrus,2020-03,2100212.83,928214,72,8142,72603,12679,2.2626,1.00666,0.9998,1.01046,1.00374,0.9998,0.9998,470853,457361,0.4453,0.3082
family,Citrus,2020-04,2050389.1,903737,69,8169,71137,12904,2.2688,1.00624,0.9999,1.00895,1.00416,0.9999,0.9999,457968,445769,0.4941,0.326
family,Citrus,2020-05,2464058.7,1073948,72,8488,76142,13132,2.2944,1.0096,0.9999,1.01179,1.00741,0.9999,0.9999,545208,528740,0.4718,0.3186
family,Citrus,2020-06,2623866.6,1140385,72,8555,78727,13369,2.3009,1.01041,0.9999,1.01202,1.00885,0.9999,1.0,577722,562663,0.4568,0.3133
family,Citrus,2020-07,2690851.42,1166293,72,8583,79268,13502,2.3072,1.01026,0.9998,1.01198,1.00829,0.9996,0.9998,589550,576743,0.4595,0.3125
family,Citrus,2020-08,2716022.17,1178565,72,8695,79434,13515,2.3045,1.01016,0.9998,1.0115,1.00881,0.9998,0.9998,597015,581550,0.4521,0.3124
family,Citrus,2020-09,2623556.5,1138724,73,8737,79103,13545,2.3039,1.00995,0.9996,1.01188,1.00761,0.9994,0.9996,579582,559142,0.4736,0.3172
family,Citrus,2020-10,2676291.09,1162726,71,8806,80761,13548,2.3017,1.00999,0.9771,1.01233,1.00772,0.9771,0.9771,586830,575896,0.4559,0.3165
family,Citrus,2020-11,2462122.53,1068952,72,8623,80004,13486,2.3033,1.00551,0.9237,1.00716,1.00396,0.9237,0.9237,542370,526582,0.467,0.3208
family,Citrus,2020-12,2467566.93,1072268,72,8630,80206,13606,2.3013,1.00328,0.9171,1.00592,1.00061,0.9171,0.9171,537736,534532,0.4819,0.3277
family,Citrus,2021-01,2410397.01,1047222,77,8596,80920,13565,2.3017,1.00348,0.9136,1.00602,1.00096,0.9139,0.9137,527567,519655,0.4767,0.3154
family,Citrus,2021-02,2156388.97,937205,74,8501,80278,13620,2.3009,1.00325,0.8801,1.00532,1.001,0.8803,0.88,469669,467536,0.4849,0.3198
family,Citrus,2021-03,2688904.06,1159475,80,8903,89575,13673,2.3191,1.00985,0.8149,1.01204,1.00772,0.8151,0.8149,585484,573991,0.4642,0.3107
family,Citrus,2021-04,2774070.36,1189078,81,8935,91795,13644,2.333,1.01229,0.7508,1.01398,1.01049,0.7511,0.7508,606131,582947,0.4606,0.3124
family,Citrus,2021-05,2873455.15,1230999,82,8975,93052,13646,2.3342,1.01531,0.7284,1.0186,1.01198,0.7286,0.7284,625860,605139,0.4565,0.3099
family,Citrus,2021-06,2872221.02,1230191,81,9017,92189,13617,2.3348,1.01664,0.7205,1.01838,1.01492,0.7207,0.7204,627420,602771,0.4397,0.2979
family,Citrus,2021-07,2989027.75,1279885,80,9059,93060,13586,2.3354,1.01519,0.7185,1.01342,1.01888,0.7187,0.7185,651626,628259,0.4343,0.2911
family,Citrus,2021-08,3002552.23,1287565,80,9097,93782,13716,2.332,1.01833,0.7158,1.02072,1.01675,0.716,0.7158,654718,632847,0.4509,0.2852
family,Citrus,2021-09,2910383.85,1241495,83,9027,93105,13646,2.3443,1.02407,0.7112,1.02384,1.02444,0.7114,0.7112,633571,607924,0.4326,0.2853
family,Citrus,2021-10,2888526.35,1223917,80,9002,92458,13645,2.3601,1.02529,0.7133,1.02708,1.02483,0.7133,0.7133,617099,606818,0.4376,0.2805
family,Citrus,2021-11,2614413.07,1099174,79,8934,89350,13706,2.3785,1.02849,0.7227,1.03046,1.02818,0.7227,0.7227,553367,545807,0.4091,0.2773
family,Citrus,2021-12,2642361.03,1108242,81,9003,88669,13811,2.3843,1.0334,0.726,1.03538,1.03258,0.7261,0.7261,559154,549088,0.424,0.2783
family,Citrus,2022-01,2448699.4,1020793,79,8964,87684,14035,2.3988,1.04315,0.71,1.05016,1.03569,0.71,0.7099,515491,505302,0.4165,0.2677
family,Citrus,2022-02,2579512.55,1060245,79,9018,94340,14220,2.4329,1.05279,0.6556,1.05616,1.05377,0.6556,0.6557,534590,525655,0.4242,0.277
family,Citrus,2022-03,3366534.84,1364357,81,9699,103262,14753,2.4675,1.05536,0.5993,1.05837,1.05636,0.5994,0.5993,689483,674874,0.4017,0.2775
family,Citrus,2022-04,3432821.94,1387016,81,10012,105066,14920,2.475,1.05755,0.6022,1.05749,1.06046,0.6023,0.6021,701763,685253,0.398,0.2739
family,Citrus,2022-05,3603881.34,1449867,82,10269,107615,15116,2.4857,1.06137,0.6096,1.05736,1.0706,0.6096,0.6096,736199,713668,0.4019,0.2706
family,Citrus,2022-06,3552264.6,1422153,80,10415,108039,15419,2.4978,1.06113,0.6088,1.06025,1.07035,0.6088,0.6088,720878,701275,0.4025,0.2707
family,Citrus,2022-07,3632667.39,1447441,80,10562,108151,15430,2.5097,1.07044,0.6069,1.0674,1.08206,0.607,0.6069,735272,712169,0.4052,0.2685
family,Citrus,2022-08,3775352.22,1488647,85,10613,108820,15537,2.5361,1.07719,0.605,1.07879,1.09212,0.605,0.6049,753971,734676,0.4238,0.2695
family,Citrus,2022-09,3744058.16,1448212,85,10791,108153,15553,2.5853,1.08975,0.6072,1.09015,1.10679,0.6073,0.607,731561,716651,0.3974,0.2704
family,Citrus,2022-10,3950005.09,1517012,84,10936,116143,15676,2.6038,1.10411,0.6003,1.1076,1.11495,0.6003,0.6002,769302,747710,0.3926,0.2726
family,Citrus,2022-11,3794798.12,1452741,82,10782,117028,15767,2.6122,1.11322,0.577,1.11292,1.13151,0.577,0.577,739666,713075,0.4112,0.2858
family,Citrus,2022-12,3808705.17,1447629,84,10786,117567,15848,2.631,1.10797,0.5806,1.1045,1.1299,0.5806,0.5806,739097,708532,0.4186,0.2899
family,Citrus,2023-01,3715622.99,1441685,84,10661,118605,15667,2.5773,1.08345,0.5844,1.08084,1.10387,0.5845,0.5842,735377,706308,0.4138,0.2812
family,Citrus,2023-02,3633022.81,1396353,82,10856,120342,15754,2.6018,1.09471,0.5793,1.09155,1.1183,0.5792,0.5792,711290,685063,0.4178,0.2851
family,Citrus,2023-03,4321104.07,1648317,85,11305,128264,15943,2.6215,1.09578,0.5739,1.09587,1.11642,0.5739,0.5735,837409,810908,0.4234,0.286
family,Citrus,2023-04,4471273.09,1695093,86,11668,133912,16085,2.6378,1.13282,0.5588,1.10282,1.15922,0.5589,0.5588,860820,834273,0.4143,0.2819
family,Citrus,2023-05,4980266.16,1873123,92,12132,137855,16262,2.6588,1.15339,0.5514,1.11336,1.17189,0.5514,0.551,951863,921260,0.8062,0.2818
family,Citrus,2023-06,4970932.38,1866195,89,12313,138993,16311,2.6637,1.14665,0.5536,1.11102,1.15639,0.5536,0.5537,951302,914893,0.3939,0.2819
family,Citrus,2023-07,4996337.89,1875115,87,12515,138779,16296,2.6646,1.15717,0.5508,1.11589,1.17288,0.5508,0.5507,955337,919778,0.3998,0.2854
family,Citrus,2023-08,5036577.9,1887850,89,12719,138485,16348,2.6679,1.15908,0.5523,1.12107,1.18757,0.5523,0.5523,962210,925640,0.3985,0.2843
family,Citrus,2023-09,4992103.44,1858395,87,12874,140380,16420,2.6862,1.17636,0.542,1.12052,1.20435,0.542,0.5416,947075,911320,0.4004,0.2829
family,Citrus,2023-10,5098535.21,1893278,82,12927,139993,16433,2.693,1.1658,0.5316,1.1164,1.2027,0.5315,0.5316,961641,931637,0.3892,0.282
family,Citrus,2023-11,4661257.92,1733105,81,12888,137930,16443,2.6895,1.16171,0.5331,1.10901,1.20372,0.5332,0.5331,875651,857454,0.4116,0.2901
family,Citrus,2023-12,4475368.19,1669891,80,12860,137213,16565,2.68,1.14112,0.5354,1.08994,1.19977,0.5354,0.5353,841628,828263,0.4397,0.297
family,Citrus,2024-01,4222514.33,1547949,82,12656,134732,16410,2.7278,1.1806,0.5315,1.13831,1.19638,0.5312,0.5315,784979,762970,0.383,0.2899
family,Citrus,2024-02,4331804.25,1580052,85,12815,141419,16513,2.7416,1.20995,0.5235,1.14722,1.23482,0.5235,0.5231,803211,776841,0.3863,0.2941
family,Citrus,2024-03,4670979.64,1709415,85,13013,146711,16734,2.7325,1.20611,0.5209,1.13647,1.24047,0.5209,0.5209,871886,837529,0.3816,0.2953
family,Citrus,2024-04,4816108.37,1754210,84,13134,148408,16783,2.7455,1.20972,0.5173,1.13658,1.25032,0.5172,0.5169,894546,859664,0.3879,0.2985
family,Citrus,2024-05,5118833.96,1858663,90,13347,151942,17009,2.754,1.21397,0.5135,1.14563,1.2657,0.5135,0.5131,942874,915789,0.3951,0.3011
family,Citrus,2024-06,4831130.8,1762173,90,13302,151220,17143,2.7416,1.20774,0.5113,1.14606,1.26174,0.5114,0.5113,889913,872260,0.4199,0.3042
family,Citrus,2024-07,4891318.05,1784731,87,13237,149340,17163,2.7406,1.23,0.5072,1.1426,1.26649,0.5072,0.5072,902132,882599,0.4289,0.3078
family,Citrus,2024-08,5021163.61,1835411,94,13327,150387,17126,2.7357,1.22338,0.5086,1.14487,1.27273,0.5086,0.5086,929144,906267,0.43,0.3071
family,Citrus,2024-09,4684065.09,1704577,92,13267,147851,17200,2.7479,1.2251,0.5147,1.14249,1.27824,0.5147,0.5147,862890,841687,0.4009,0.3067
family,Citrus,2024-10,4812727.94,1742398,93,13418,148088,17368,2.7621,1.22841,0.5228,1.15989,1.27536,0.5229,0.5228,879893,862505,0.3984,0.309
family,Citrus,2024-11,4282562.77,1537335,90,13635,146350,17969,2.7857,1.23127,0.5295,1.17721,1.2896,0.5296,0.5292,774052,763283,0.4067,0.3143
family,Citrus,2024-12,4290603.87,1539737,89,13772,144969,17998,2.7866,1.25687,0.5402,1.20886,1.286,0.5401,0.5402,774760,764977,0.4068,0.317
family,Citrus,2025-01,3981605.52,1417774,88,13547,139767,18098,2.8083,1.27222,0.5536,1.22539,1.28841,0.5536,0.5537,714574,703200,0.4049,0.3033
family,Citrus,2025-02,3644933.62,1296267,88,13503,135465,18195,2.8119,1.22386,0.5728,1.21683,1.22256,0.5728,0.5728,654242,642025,0.4052,0.3075
family,Citrus,2025-03,4151997.73,1491638,92,13973,138402,18342,2.7835,1.21872,0.5823,1.22394,1.21526,0.5825,0.5823,744945,746693,0.4026,0.3056
family,Citrus,2025-04,4286901.99,1542269,88,14158,137769,18651,2.7796,1.23456,0.5886,1.23279,1.22929,0.5888,0.5886,768933,773336,0.4079,0.3121
family,Citrus,2025-05,4498951.75,1601934,89,14439,137707,18791,2.8085,1.22283,0.5869,1.22566,1.22205,0.5869,0.587,811336,790598,0.412,0.3205
family,Citrus,2025-06,4398673.45,1564854,93,14435,137684,18897,2.8109,1.22082,0.5759,1.22493,1.22179,0.5757,0.576,794968,769885,0.4106,0.3169
family,Citrus,2025-07,4619762.16,1641382,90,14774,141835,19270,2.8146,1.23667,0.5613,1.22913,1.23767,0.561,0.5613,829674,811708,0.4196,0.3125
family,Citrus,2025-08,4738206.58,1684017,87,14868,143834,19396,2.8136,1.22425,0.5534,1.22598,1.22599,0.5534,0.5535,851680,832337,0.4232,0.3146
family,Citrus,2025-09,4473239.86,1584476,85,14987,141630,19610,2.8232,1.23675,0.5657,1.23303,1.23635,0.5656,0.5659,799143,785333,0.4175,0.3086
family,Citrus,2025-10,4505485.35,1586767,85,15098,146157,19538,2.8394,1.24288,0.5603,1.23439,1.24573,0.5604,0.5604,799964,786803,0.4246,0.3192
family,Citrus,2025-11,3987913.92,1398114,83,15012,142022,19953,2.8524,1.24701,0.5595,1.24467,1.24573,0.5595,0.5596,705102,693012,0.4312,0.3265
family,Citrus,2025-12,3998010.65,1410380,82,14923,139675,20022,2.8347,1.24755,0.5687,1.24405,1.24493,0.5687,0.5688,713386,696994,0.4433,0.3392
family,Coffee & cream,2019-01,100123.16,35892,5,1307,2727,5148,2.7896,1.00994,1.0,1.01322,1.00676,1.0,1.0,19030,16862,0.2047,0.1533
family,Coffee & cream,2019-02,116553.32,42030,7,1653,3275,5939,2.7731,1.00472,1.0,1.00256,1.00527,1.0,1.0,22022,20008,0.2319,0.18
family,Coffee & cream,2019-03,183973.79,67107,7,2254,4289,6749,2.7415,1.00293,1.0,1.00128,1.00516,1.0,1.0,35276,31831,0.3143,0.2378
family,Coffee & cream,2019-04,207808.35,76155,7,2719,4918,7282,2.7288,1.00113,1.0,0.99792,1.00531,1.0,1.0,40379,35776,0.2965,0.2333
family,Coffee & cream,2019-05,238105.01,87281,7,3147,5529,7913,2.728,1.0018,1.0,0.99992,1.0038,1.0,1.0,44933,42348,0.2909,0.2251
family,Coffee & cream,2019-06,239943.1,88046,5,3451,5928,8486,2.7252,0.99927,1.0,0.99841,1.00015,1.0,1.0,44951,43095,0.2919,0.2261
family,Coffee & cream,2019-07,258617.71,94958,4,3755,6286,9021,2.7235,0.99936,1.0,1.00161,0.99704,1.0,1.0,48290,46668,0.284,0.2268
family,Coffee & cream,2019-08,273676.78,100157,5,3991,6700,9456,2.7325,1.00208,1.0,1.0026,1.00134,1.0,1.0,50358,49799,0.308,0.2246
family,Coffee & cream,2019-09,275142.24,101029,5,4222,6880,9882,2.7234,1.00008,1.0,1.00357,0.9987,1.0,1.0,50928,50101,0.2917,0.2292
family,Coffee & cream,2019-10,299675.06,110203,5,4473,7234,10296,2.7193,1.00015,1.0,1.00128,0.99888,1.0,1.0,55728,54475,0.3031,0.2331
family,Coffee & cream,2019-11,279928.0,103589,5,4749,7504,10820,2.7023,0.99531,1.0,0.99456,0.996,1.0,1.0,52779,50810,0.3143,0.245
family,Coffee & cream,2019-12,287126.37,106395,5,5057,7907,11318,2.6987,0.99383,1.0,0.99318,0.99435,1.0,1.0,53866,52529,0.3253,0.2493
family,Coffee & cream,2020-01,293494.79,107464,5,5298,8491,11799,2.7311,1.00047,1.0,1.00197,0.99887,1.0,1.0,54822,52642,0.302,0.2348
family,Coffee & cream,2020-02,301079.26,109418,5,5636,9068,12202,2.7516,1.00579,1.0,1.00861,1.00284,1.0,1.0,55583,53835,0.2999,0.2299
family,Coffee & cream,2020-03,316908.63,114273,6,5882,9480,12679,2.7733,1.01135,1.0,1.01297,1.00727,1.0,1.0,58349,55924,0.3141,0.2331
family,Coffee & cream,2020-04,292884.85,106244,6,5902,9214,12904,2.7567,1.00634,1.0,1.00778,1.00675,1.0,1.0,54102,52142,0.339,0.2494
family,Coffee & cream,2020-05,350869.72,126780,6,6243,9947,13132,2.7675,1.00844,1.0,1.00857,1.01004,1.0,1.0,64036,62744,0.3315,0.2385
family,Coffee & cream,2020-06,376906.88,136199,6,6953,10651,13369,2.7673,1.00755,1.0,1.00755,1.00941,1.0,1.0,68607,67592,0.3248,0.2422
family,Coffee & cream,2020-07,398985.34,145402,7,7531,11006,13502,2.744,1.00511,0.9996,1.0064,1.00482,0.9996,0.9996,73618,71784,0.3462,0.2607
family,Coffee & cream,2020-08,401860.56,147317,7,7995,11303,13515,2.7279,1.00325,0.9984,1.00414,1.00364,0.9984,0.9984,74335,72982,0.3505,0.2719
family,Coffee & cream,2020-09,402352.09,147269,7,8254,11368,13545,2.7321,1.00568,0.9979,1.00776,1.00491,0.9979,0.9979,75537,71732,0.3583,0.277
family,Coffee & cream,2020-10,409295.13,149833,7,8474,11626,13548,2.7317,1.00595,0.9974,1.00788,1.00523,0.9974,0.9974,75948,73885,0.3699,0.2842
family,Coffee & cream,2020-11,348494.03,127785,7,8402,11438,13486,2.7272,1.00256,0.9969,1.00535,1.00104,0.9969,0.9966,65210,62575,0.3769,0.2905
family,Coffee & cream,2020-12,341017.73,125325,8,8413,11427,13606,2.7211,1.00149,0.995,1.00478,0.99948,0.995,0.9957,63606,61719,0.3987,0.3052
family,Coffee & cream,2021-01,338175.06,125009,7,8445,11361,13565,2.7052,1.0027,0.9951,1.00619,1.00054,0.9951,0.9934,62577,62432,0.4032,0.2958
family,Coffee & cream,2021-02,303830.49,113041,8,8422,10974,13620,2.6878,1.00309,0.9931,1.00485,1.00247,0.9931,0.9909,56955,56086,0.4161,0.3123
family,Coffee & cream,2021-03,380151.65,141078,8,8819,11370,13673,2.6946,1.0099,0.9923,1.0096,1.01153,0.9931,0.9897,71060,70018,0.4166,0.3071
family,Coffee & cream,2021-04,374441.64,139480,9,8832,11194,13644,2.6846,1.00815,0.9902,1.00889,1.00844,0.9902,0.9889,70144,69336,0.412,0.3092
family,Coffee & cream,2021-05,383472.24,143335,8,8916,11053,13646,2.6754,1.00671,0.9905,1.00886,1.00591,0.9905,0.9889,72327,71008,0.4146,0.3097
family,Coffee & cream,2021-06,372113.14,139145,8,8894,10933,13617,2.6743,1.00704,0.9897,1.0119,1.00218,0.9897,0.9887,70200,68945,0.4099,0.2995
family,Coffee & cream,2021-07,376392.34,140902,8,8836,10786,13586,2.6713,1.00311,0.9865,1.00949,0.99763,0.9865,0.985,70868,70034,0.385,0.2929
family,Coffee & cream,2021-08,368151.32,137272,8,8849,10813,13716,2.6819,1.01122,0.9825,1.01352,1.00883,0.9825,0.98,69642,67630,0.3859,0.2907
family,Coffee & cream,2021-09,355596.13,132360,8,8749,10591,13646,2.6866,1.01227,0.9812,1.01151,1.01272,0.9812,0.9789,67064,65296,0.3864,0.2901
family,Coffee & cream,2021-10,356442.74,132389,8,8775,10624,13645,2.6924,1.01654,0.9795,1.01343,1.01927,0.9795,0.9782,67135,65254,0.3823,0.2869
family,Coffee & cream,2021-11,321926.91,119185,8,8637,10414,13706,2.7011,1.01794,0.9796,1.01613,1.01919,0.9796,0.9797,59682,59503,0.3838,0.2901
family,Coffee & cream,2021-12,329828.96,121941,8,8654,10460,13811,2.7048,1.02025,0.9784,1.02447,1.01632,0.9784,0.9784,61406,60535,0.3725,0.2906
family,Coffee & cream,2022-01,330474.01,121717,9,8773,11168,14035,2.7151,1.02618,0.9083,1.02641,1.02563,0.9083,0.9073,61791,59926,0.3736,0.2721
family,Coffee & cream,2022-02,368186.71,134934,11,8846,11820,14220,2.7286,1.0441,0.8198,1.03723,1.05211,0.8198,0.8172,68570,66364,0.3531,0.263
family,Coffee & cream,2022-03,439657.43,160567,12,9289,12875,14753,2.7382,1.03714,0.814,1.03878,1.03462,0.814,0.8124,82137,78430,0.3474,0.2625
family,Coffee & cream,2022-04,507776.29,184542,11,9434,13887,14920,2.7515,1.03421,0.7033,1.03878,1.02713,0.7033,0.7019,94524,90018,0.3301,0.2503
family,Coffee & cream,2022-05,615489.15,222601,11,9675,15288,15116,2.765,1.03405,0.604,1.03301,1.03399,0.604,0.6026,112369,110232,0.3118,0.2327
family,Coffee & cream,2022-06,643511.45,231930,11,9855,16176,15419,2.7746,1.05732,0.565,1.04539,1.06332,0.565,0.5637,116967,114963,0.2981,0.2215
family,Coffee & cream,2022-07,641542.03,230833,11,9843,16388,15430,2.7792,1.05485,0.58,1.03243,1.06175,0.58,0.579,116391,114442,0.2947,0.2183
family,Coffee & cream,2022-08,627432.87,225086,11,9821,16789,15537,2.7875,1.06214,0.5934,1.05689,1.06325,0.5934,0.592,113393,111693,0.3242,0.227
family,Coffee & cream,2022-09,711191.34,252977,11,9652,17566,15553,2.8113,1.06178,0.4891,1.05646,1.06691,0.4891,0.4877,127988,124989,0.2796,0.2117
family,Coffee & cream,2022-10,706655.02,247617,11,8783,17265,15676,2.8538,1.0856,0.4135,1.08099,1.0902,0.4135,0.4118,124956,122661,0.2615,0.1911
family,Coffee & cream,2022-11,626133.78,217456,11,7592,16291,15767,2.8794,1.10256,0.379,1.08283,1.10818,0.379,0.3773,109172,108284,0.2532,0.186
family,Coffee & cream,2022-12,598338.86,207385,10,7169,15967,15848,2.8852,1.08564,0.3694,1.07015,1.09604,0.3694,0.3677,104670,102715,0.2561,0.185
family,Coffee & cream,2023-01,579995.32,202381,11,7240,15831,15667,2.8659,1.09269,0.3582,1.05734,1.10469,0.3581,0.3558,102230,100151,0.2482,0.1767
family,Coffee & cream,2023-02,556989.9,193382,10,7489,15745,15754,2.8803,1.0908,0.3427,1.06911,1.10924,0.3427,0.3403,98862,94520,0.2483,0.1775
family,Coffee & cream,2023-03,652475.94,224962,10,7943,16429,15943,2.9004,1.09476,0.3286,1.06755,1.11049,0.3286,0.326,113827,111135,0.2366,0.173
family,Coffee & cream,2023-04,650372.17,223928,11,8197,16443,16085,2.9044,1.11618,0.3221,1.06028,1.11759,0.3219,0.3199,113972,109956,0.2408,0.1781
family,Coffee & cream,2023-05,686556.51,235612,11,8495,16680,16262,2.9139,1.12936,0.3119,1.143,1.12426,0.3119,0.3095,120000,115612,0.852,0.1713
family,Coffee & cream,2023-06,587950.37,201665,12,8253,16117,16311,2.9155,1.11079,0.3437,1.09327,1.12759,0.3437,0.3408,102956,98709,0.2265,0.1723
family,Coffee & cream,2023-07,560409.49,191620,11,7989,15615,16296,2.9246,1.07047,0.3502,1.07691,1.06361,0.3502,0.3473,97662,93958,0.2283,0.1728
family,Coffee & cream,2023-08,584379.21,199001,11,8340,15561,16348,2.9366,1.07569,0.3172,1.08058,1.07056,0.3172,0.3145,101319,97682,0.2197,0.169
family,Coffee & cream,2023-09,513092.03,173404,11,8352,15513,16420,2.9589,1.09299,0.3129,1.09647,1.08937,0.3129,0.3097,88344,85060,0.2323,0.1666
family,Coffee & cream,2023-10,585407.51,196572,13,8647,16134,16433,2.9781,1.10053,0.3117,1.10237,1.10045,0.3117,0.3087,100512,96060,0.221,0.1633
family,Coffee & cream,2023-11,565313.16,189511,11,8741,16385,16443,2.983,1.10489,0.3239,1.10739,1.10213,0.3239,0.3214,96328,93183,0.2368,0.1722
family,Coffee & cream,2023-12,555548.25,186039,11,8886,16618,16565,2.9862,1.10264,0.3248,1.10655,1.09841,0.3248,0.3222,94432,91607,0.2367,0.1743
family,Coffee & cream,2024-01,522031.96,173670,13,8755,16567,16410,3.0059,1.11721,0.3399,1.12095,1.11315,0.3399,0.3375,87686,85984,0.2491,0.1773
family,Coffee & cream,2024-02,538364.98,178227,13,8835,17110,16513,3.0207,1.12366,0.3524,1.1286,1.11833,0.3524,0.3497,90430,87797,0.2649,0.1827
family,Coffee & cream,2024-03,625592.87,206955,12,9126,18071,16734,3.0228,1.12504,0.3574,1.13093,1.11887,0.3575,0.3549,105402,101553,0.2552,0.1905
family,Coffee & cream,2024-04,653239.73,216112,14,9290,18324,16783,3.0227,1.12804,0.353,1.13076,1.12236,0.3531,0.3499,110331,105781,0.2544,0.1965
family,Coffee & cream,2024-05,709015.64,234924,12,9560,18928,17009,3.0181,1.13014,0.3631,1.13397,1.12598,0.3632,0.3611,120157,114767,0.2579,0.2012
family,Coffee & cream,2024-06,694556.4,230815,10,9581,19200,17143,3.0091,1.13064,0.388,1.133,1.1283,0.388,0.3855,117203,113612,0.2595,0.2065
