scheme,cluster,month,rev,units,skus,stores,dist_points,stores_active,price_unitvalue,price_index,matched_share,price_index_a,price_index_b,matched_share_a,matched_share_b,units_a,units_b,disc_rate,disc_txn_rate
brand,UP TIME,2024-08,35634.96,11343,3,733,1507,17126,3.1416,,0.0,,,0.0,0.0,6070,5273,0.1612,0.0998
brand,UP TIME,2024-09,38626.12,12246,3,788,1647,17200,3.1542,,0.0,,,0.0,0.0,6527,5719,0.1587,0.1082
brand,UP TIME,2024-10,41904.73,13367,3,823,1737,17368,3.1349,,0.0,,,0.0,0.0,7059,6308,0.2258,0.1317
brand,UP TIME,2024-11,38942.28,12331,3,851,1824,17969,3.1581,,0.0,,,0.0,0.0,6477,5854,0.1547,0.1147
brand,UP TIME,2024-12,39022.23,12454,3,843,1842,17998,3.1333,,0.0,,,0.0,0.0,6717,5737,0.188,0.1302
brand,UP TIME,2025-01,38210.25,12113,3,851,1845,18098,3.1545,,0.0,,,0.0,0.0,6322,5791,0.1768,0.099
brand,UP TIME,2025-02,38578.05,12194,3,888,1933,18195,3.1637,,0.0,,,0.0,0.0,6472,5722,0.2065,0.1114
brand,UP TIME,2025-03,45933.41,14547,3,980,2114,18342,3.1576,,0.0,,,0.0,0.0,7772,6775,0.191,0.1256
brand,UP TIME,2025-04,48093.17,15134,3,968,2111,18651,3.1778,,0.0,,,0.0,0.0,7847,7287,0.207,0.0931
brand,UP TIME,2025-05,47283.3,15121,3,961,2101,18791,3.127,,0.0,,,0.0,0.0,7818,7303,0.2721,0.1502
brand,UP TIME,2025-06,45740.28,14648,3,942,2074,18897,3.1226,,0.0,,,0.0,0.0,7404,7244,0.2596,0.1501
brand,UP TIME,2025-07,45010.42,14190,3,959,2087,19270,3.172,,0.0,,,0.0,0.0,7135,7055,0.1963,0.111
brand,UP TIME,2025-08,45507.53,14464,3,971,2118,19396,3.1463,,0.0,,,0.0,0.0,7224,7240,0.2725,0.1404
brand,UP TIME,2025-09,42173.21,13578,3,955,2047,19610,3.106,,0.0,,,0.0,0.0,6688,6890,0.3238,0.1672
brand,UP TIME,2025-10,43358.47,13885,3,943,2064,19538,3.1227,,0.0,,,0.0,0.0,6955,6930,0.309,0.1652
brand,UP TIME,2025-11,36845.61,11897,3,937,2030,19953,3.0971,,0.0,,,0.0,0.0,6002,5895,0.3546,0.1987
brand,UP TIME,2025-12,35903.95,11632,3,939,2019,20022,3.0867,,0.0,,,0.0,0.0,5841,5791,0.3184,0.1966
brand,UPTIME,2023-03,474.14,156,1,36,36,15943,3.0394,,0.0,,,0.0,0.0,80,76,0.8846,0.1983
brand,UPTIME,2023-04,1768.38,574,1,82,82,16085,3.0808,,0.0,,,0.0,0.0,285,289,0.2787,0.1276
brand,UPTIME,2023-05,2679.91,875,1,141,141,16262,3.0628,,0.0,,,0.0,0.0,507,368,0.2777,0.1625
brand,UPTIME,2023-06,3741.67,1237,1,183,183,16311,3.0248,,0.0,,,0.0,0.0,719,518,0.3581,0.1507
brand,UPTIME,2023-07,4110.42,1352,1,205,205,16296,3.0403,,0.0,,,0.0,0.0,880,472,0.3883,0.1648
brand,UPTIME,2023-08,4655.69,1534,1,218,218,16348,3.035,,0.0,,,0.0,0.0,918,616,0.5313,0.1525
brand,UPTIME,2023-09,4784.72,1569,1,233,233,16420,3.0495,,0.0,,,0.0,0.0,920,649,0.3582,0.1181
brand,UPTIME,2023-10,4849.72,1591,1,245,245,16433,3.0482,,0.0,,,0.0,0.0,895,696,0.6116,0.1568
brand,UPTIME,2023-11,4720.5,1539,1,249,249,16443,3.0673,,0.0,,,0.0,0.0,911,628,0.6244,0.158
brand,UPTIME,2023-12,4124.86,1345,1,243,243,16565,3.0668,,0.0,,,0.0,0.0,826,519,0.5814,0.1579
brand,UPTIME,2024-01,4201.97,1340,1,246,246,16410,3.1358,,0.0,,,0.0,0.0,788,552,0.5075,0.1199
brand,UPTIME,2024-02,4029.33,1291,1,248,248,16513,3.1211,,0.0,,,0.0,0.0,770,521,0.5438,0.1281
brand,UPTIME,2024-03,4006.16,1281,1,252,252,16734,3.1274,,0.0,,,0.0,0.0,750,531,0.5324,0.1251
brand,UPTIME,2024-04,2737.61,869,1,213,213,16783,3.1503,,0.0,,,0.0,0.0,496,373,0.4235,0.104
brand,UPTIME,2024-05,2466.47,788,1,186,186,17009,3.13,,0.0,,,0.0,0.0,446,342,0.1637,0.1408
brand,UPTIME,2024-06,1966.72,628,1,142,142,17143,3.1317,,0.0,,,0.0,0.0,329,299,0.1417,0.1363
brand,UPTIME,2024-07,1420.25,458,1,109,109,17163,3.101,,0.0,,,0.0,0.0,212,246,0.1507,0.1376
brand,UPTIME,2024-08,1221.64,391,1,87,87,17126,3.1244,,0.0,,,0.0,0.0,188,203,0.179,0.1647
brand,UPTIME,2024-09,766.42,237,1,60,60,17200,3.2338,,0.0,,,0.0,0.0,107,130,0.0759,0.0783
brand,UPTIME,2024-10,435.99,137,1,41,41,17368,3.1824,,0.0,,,0.0,0.0,64,73,0.1533,0.1484
brand,UPTIME,2024-11,279.61,86,1,36,36,17969,3.2513,,0.0,,,0.0,0.0,42,44,0.0233,0.0122
brand,UPTIME,2024-12,245.61,82,1,23,23,17998,2.9952,,0.0,,,0.0,0.0,36,46,0.2805,0.2432
brand,UPTIME,2025-01,121.81,39,1,14,14,18098,3.1233,,0.0,,,0.0,0.0,25,14,0.0,0.0
brand,UPTIME,2025-02,125.53,40,1,12,12,18195,3.1383,,0.0,,,0.0,0.0,19,21,0.025,0.0345
brand,UPTIME,2025-05,85.35,27,1,10,10,18791,3.1611,,0.0,,,0.0,0.0,22,5,0.0,0.0
brand,UPTIME,2025-06,97.69,31,1,7,7,18897,3.1513,,0.0,,,0.0,0.0,23,8,0.0,0.0
brand,Uptime,2019-01,37220.76,12561,2,508,936,5148,2.9632,0.98891,1.0,0.98546,0.9934,1.0,1.0,7063,5498,0.1353,0.1033
brand,Uptime,2019-02,37248.18,12562,2,573,1064,5939,2.9651,0.98961,1.0,0.99022,0.98892,1.0,1.0,6918,5644,0.1298,0.0958
brand,Uptime,2019-03,53250.43,17898,2,706,1320,6749,2.9752,0.99294,1.0,0.99058,0.99549,1.0,1.0,9400,8498,0.3137,0.213
brand,Uptime,2019-04,62080.92,20819,6,782,1675,7282,2.9819,0.99573,1.0,0.99125,0.99736,1.0,1.0,11547,9272,0.2712,0.1983
brand,Uptime,2019-05,77297.57,25707,6,870,2157,7913,3.0069,1.00354,1.0,1.00326,1.00399,1.0,1.0,13708,11999,0.2345,0.1509
brand,Uptime,2019-06,83821.68,27673,6,967,2570,8486,3.029,1.01233,1.0,1.01733,1.0069,1.0,1.0,14602,13071,0.2256,0.1383
brand,Uptime,2019-07,100127.39,33077,6,1019,2863,9021,3.0271,1.01144,1.0,1.01503,1.00772,1.0,1.0,17139,15938,0.2843,0.1793
brand,Uptime,2019-08,113131.35,37564,6,1062,3152,9456,3.0117,1.00603,1.0,1.0052,1.0069,1.0,1.0,19623,17941,0.2933,0.2028
brand,Uptime,2019-09,107034.81,35781,6,1131,3419,9882,2.9914,0.99951,1.0,0.99978,0.99917,1.0,1.0,18822,16959,0.2061,0.144
brand,Uptime,2019-10,113465.51,37874,6,1159,3651,10296,2.9959,1.00116,1.0,1.00315,0.99904,1.0,1.0,19865,18009,0.2212,0.1452
brand,Uptime,2019-11,102878.43,34536,6,1211,3857,10820,2.9789,0.99534,1.0,0.99474,0.99601,1.0,1.0,18045,16491,0.2874,0.1575
brand,Uptime,2019-12,97282.11,32878,6,1194,3830,11318,2.9589,0.98873,1.0,0.99036,0.98691,1.0,1.0,16958,15920,0.2336,0.1661
brand,Uptime,2020-01,98981.39,33543,6,1221,3954,11799,2.9509,0.98642,1.0,0.99105,0.98195,1.0,1.0,16800,16743,0.227,0.1715
brand,Uptime,2020-02,103416.31,35016,6,1273,4153,12202,2.9534,0.98771,1.0,0.99606,0.97926,1.0,1.0,17536,17480,0.2495,0.1769
brand,Uptime,2020-03,104292.96,35600,8,1284,4313,12679,2.9296,0.98046,0.9842,0.98966,0.97149,0.9842,0.9842,17621,17979,0.2716,0.1963
brand,Uptime,2020-04,90804.03,30809,8,1209,4062,12904,2.9473,0.9872,0.9611,0.99218,0.98207,0.9611,0.9611,15700,15109,0.2728,0.1927
brand,Uptime,2020-05,125119.83,42481,8,1346,4707,13132,2.9453,0.98716,0.939,0.99248,0.98181,0.939,0.939,21364,21117,0.2769,0.1928
brand,Uptime,2020-06,150804.52,51153,8,1425,5194,13369,2.9481,0.98695,0.8992,0.98927,0.98456,0.8992,0.8992,25738,25415,0.2504,0.176
brand,Uptime,2020-07,161291.7,54732,8,1452,5488,13502,2.9469,0.98754,0.8761,0.99288,0.98256,0.8761,0.8761,27332,27400,0.2391,0.1639
brand,Uptime,2020-08,165849.85,56520,8,1458,5649,13515,2.9344,0.98339,0.8581,0.98807,0.97892,0.8581,0.8581,29019,27501,0.2248,0.1631
brand,Uptime,2020-09,164682.07,56062,8,1488,5959,13545,2.9375,0.98674,0.841,0.98995,0.98345,0.841,0.841,28674,27388,0.2729,0.1869
brand,Uptime,2020-10,164111.21,55772,8,1460,5998,13548,2.9425,0.98793,0.8235,0.98844,0.98732,0.8235,0.8235,28305,27467,0.2274,0.1687
brand,Uptime,2020-11,139332.36,47290,8,1389,5838,13486,2.9463,0.98896,0.8159,0.99096,0.98652,0.8159,0.8159,24314,22976,0.216,0.1595
brand,Uptime,2020-12,134771.04,45675,8,1392,5853,13606,2.9507,0.99198,0.8036,0.99454,0.98923,0.8036,0.8036,22968,22707,0.2095,0.1585
brand,Uptime,2021-01,139857.82,47631,8,1362,6006,13565,2.9363,0.98551,0.7924,0.98844,0.98232,0.7924,0.7924,24271,23360,0.2264,0.1652
brand,Uptime,2021-02,133697.33,45615,8,1392,6093,13620,2.931,0.98493,0.7823,0.98955,0.98006,0.7823,0.7823,23436,22179,0.2583,0.1788
brand,Uptime,2021-03,179782.41,61087,10,1447,6853,13673,2.9431,0.98849,0.7485,0.99178,0.98517,0.7485,0.7485,31410,29677,0.2645,0.1741
brand,Uptime,2021-04,185293.18,63114,10,1428,7057,13644,2.9358,0.9835,0.7145,0.98817,0.97859,0.7145,0.7145,32436,30678,0.2474,0.177
brand,Uptime,2021-05,198790.25,67398,10,1436,7308,13646,2.9495,0.98505,0.6846,0.9919,0.97753,0.6846,0.6846,35303,32095,0.2513,0.1771
brand,Uptime,2021-06,207456.82,70350,10,1409,7353,13617,2.9489,0.98658,0.6712,0.99291,0.97977,0.6712,0.6712,36513,33837,0.2345,0.1761
brand,Uptime,2021-07,224637.9,76221,10,1421,7511,13586,2.9472,0.98676,0.658,0.99018,0.98316,0.658,0.658,39451,36770,0.2427,0.1615
brand,Uptime,2021-08,230968.85,78170,10,1422,7740,13716,2.9547,0.98939,0.641,0.99712,0.98119,0.641,0.641,40526,37644,0.2206,0.1489
brand,Uptime,2021-09,227909.33,77076,10,1429,7901,13646,2.9569,0.9906,0.6359,0.99626,0.98469,0.6359,0.6359,39825,37251,0.2245,0.15
